num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2023S016927;22/04/2023;12:05:00;CALL. ASTROS, 11;11;3;RETIRO;Colisión frontal;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;443.348.477;4.473.616.021;N;NULL
2023S016930;22/04/2023;13:10:00;AVDA. LLANO CASTELLANO, 17A;17A;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;441.954.074;4.482.123.896;N;NULL
2023S017049;23/04/2023;9:50:00;RODAJOS 2;2;9;MONCLOA-ARAVACA;Atropello a animal;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;434.853.445;4.473.805.036;N;NULL
2023S017059;23/04/2023;11:55:00;AVDA. DOCTOR GARCIA TAPIA 157;157A;14;MORATALAZ;Alcance;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;446.497.379;4.473.191.670;N;NULL
2023S017062;23/04/2023;12:45:00;AVDA. LUIS ARAGONES, 4;4;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;1;Atención en urgencias sin posterior ingreso;449.398.212;4.476.120.110;N;NULL
2023S017083;23/04/2023;20:30:00;CALL. JATIVA / CALL. CERRO NEGRO;55;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.039.045;4.472.062.877;N;NULL
2023S017101;23/04/2023;23:53:00;CALL. SANTA CATALINA / CRA. SAN JERONIMO;1;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.808.300;4.474.190.320;N;NULL
2023S017162;24/04/2023;21:25:00;CMNO. VIEJO DE HORTALEZA, 32;32;21;BARAJAS;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;449.957.352;4.480.893.139;N;NULL
2023S017213;25/04/2023;13:55:00;CALL. ATOCHA, 32;32;1;CENTRO;Alcance;NULL;Bicicleta;Conductor;De 18 a 20 años;Hombre;NULL;NULL;440.502.958;4.473.871.269;N;NULL
2023S017221;25/04/2023;15:30:00;CALL. ATOCHA / LUIS V;26;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.426.356;4.473.903.271;N;NULL
2023S017246;25/04/2023;19:30:00;AVDA. MIGUEL DELIBES, 1;1;19;VICÁLVARO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;451.809.323;4.473.353.283;N;NULL
2023S017259;25/04/2023;21:30:00;CALL. GENERAL RICARDOS / CALL. PARRA;157;11;CARABANCHEL;Colisión múltiple;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437.812.027;4.471.063.672;N;NULL
2023S017282;26/04/2023;8:45:00;CALL. PRINCIPE DE VERGARA, 140;140;5;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;442.479.457;4.477.325.554;N;NULL
2023S017301;26/04/2023;12:40:00;CALL. ESTOCOLMO, 26A;26A;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;449.067.047;4.475.698.967;N;NULL
2023S017302;26/04/2023;12:30:00;PLAZA. CIBELES, 1;1;3;RETIRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441.236.062;4.474.511.939;N;NULL
2023S017321;26/04/2023;15:10:00;CALL. ALCALA / CIBELES;57;4;SALAMANCA;Colisión fronto-lateral;NULL;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;441.334.492;4.474.568.778;N;NULL
2023S017375;27/04/2023;12:00:00;ANILLO VERDE KM. 43,600 EMBARCADERO DEL LAGO;10;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;2;Ingreso inferior o igual a 24 horas;437.988.888;4.474.370.868;N;NULL
2023S017564;28/04/2023;0:05:00;CALL. LOPEZ DE HOYOS / CALL. SANTA HORTENSIA;168;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;443.127.848;4.477.517.830;N;NULL
2023S017582;26/04/2023;10:50:00;PQUE. CASA DE CAMPO, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;435.524.689;4.476.059.436;N;NULL
2023S017620;28/04/2023;14:05:00;CALL. JUAN IGNACIO LUCA DE TENA, 15;15;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;446.593.340;4.477.667.290;N;NULL
2023S017660;28/04/2023;20:10:00;PASEO. ERMITA DEL SANTO, 72;72;11;CARABANCHEL;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.426.791;4.472.339.874;N;NULL
2023S017956;30/04/2023;21:35:00;CALL. EL ESPINAR / CALL. GENERAL RICARDOS;1;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 6 a 9 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436.907.068;4.470.467.176;N;NULL
2023S018003;01/05/2023;9:10:00;CALL. ALCAÑIZ / CALL. PLAYA DE RIAZOR;2;21;BARAJAS;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;450.127.205;4.480.734.919;N;NULL
2023S018006;01/05/2023;13:40:00;AVDA. AMERICA / CALL. CARTAGENA;31;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;NULL;NULL;442.900.062;4.476.714.947;N;NULL
2023S018026;01/05/2023;18:58:00;AVDA. ENTREVIAS, 54;54;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;443.305.343;4.470.272.084;N;NULL
2023S018026;01/05/2023;18:58:00;AVDA. ENTREVIAS, 54;54;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 6 a 9 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.305.343;4.470.272.084;N;NULL
2023S018175;02/05/2023;11:00:00;CALL. PARROCO DON EMILIO FRANCO / TOMAS ESTEBAN;18;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Mujer;1;Atención en urgencias sin posterior ingreso;443.455.858;4.471.445.364;N;NULL
2023S018226;03/05/2023;7:55:00;CALL. ALCALA, 233;233;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443.656.195;4.475.731.829;N;NULL
2023S018263;03/05/2023;17:00:00;CALL. LA GRANJA DE SAN ILDEFONSO, 17;17;18;VILLA DE VALLECAS;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;NULL;NULL;447.258.209;4.468.731.522;N;NULL
2023S018273;03/05/2023;18:10:00;CALL. PEÑARANDA DE BRACAMONTE / REAL DE ARG;4;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448.731.703;4.469.599.647;N;NULL
2023S018276;03/05/2023;18:30:00;CALL. RIOS ROSAS / MODESTO LA;55;7;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440.985.907;4.477.024.510;N;NULL
2023S018276;03/05/2023;18:30:00;CALL. RIOS ROSAS / MODESTO LA;55;7;CHAMBERÍ;Atropello a persona;Despejado;Bicicleta;Peatón;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.985.907;4.477.024.510;N;NULL
2023S018285;03/05/2023;19:00:00;PLAZA. MORERAS, 1;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;NULL;NULL;437.762.024;4.475.215.536;N;NULL
2023S018287;03/05/2023;19:26:00;CALL. MARTINEZ DE LA RIVA / CALL. SIERRA CARBONERA;76;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;443.560.457;4.471.266.480;N;NULL
2023S018287;03/05/2023;19:26:00;CALL. MARTINEZ DE LA RIVA / CALL. SIERRA CARBONERA;76;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 60 a 64 años;Mujer;2;Ingreso inferior o igual a 24 horas;443.560.457;4.471.266.480;N;NULL
2023S018359;04/05/2023;16:30:00;PASEO. FERNAN NUÑEZ, 14;14;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;442.544.103;4.473.607.092;N;NULL
2023S018399;04/05/2023;21:20:00;CALL. CERRO DEL MONTE / CALL. SUERTES DE LA VILLA;10;19;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;453.444.690;4.473.126.130;N;NULL
2023S018426;05/05/2023;7:30:00;CALL. PADRE LLANOS / CALL. PADRE LLANOS;2;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;1;Atención en urgencias sin posterior ingreso;444.230.098;4.469.610.720;N;NULL
2023S018448;05/05/2023;12:15:00;AVDA. BUENOS AIRES / AVDA. PABLO NERUDA;1;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.564.881;4.470.327.111;N;NULL
2023S018464;05/05/2023;15:15:00;CALL. FERNANDEZ DE LOS RIOS, 38;38;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.937.565;4.476.290.130;N;NULL
2023S018661;06/05/2023;16:15:00;AVDA. MENENDEZ PELAYO, 71;71;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;1;Atención en urgencias sin posterior ingreso;442.606.958;4.473.621.744;N;NULL
2023S018768;07/05/2023;3:21:00;CALL. TOLEDO / GTA. PIRAMIDES;180;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.401.017;4.472.566.356;S;NULL
2023S018843;07/05/2023;8:20:00;CALL. ESTRELLA POLAR / CALL. SIRIO;30;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;1;Atención en urgencias sin posterior ingreso;443.691.313;4.473.586.364;N;NULL
2023S018853;07/05/2023;10:40:00;ENTRADA PARKING CAJA MAGICA;480;13;PUENTE DE VALLECAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;NULL;442.238.100;4.469.158.091;N;NULL
2023S018854;07/05/2023;11:10:00;CALL. SOFIA / PETER;54;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;449.009.073;4.475.430.133;N;NULL
2023S018857;07/05/2023;11:35:00;CMNO. CARRETERA DE EL PARDO A COLMENAR VIEJO, 223;223;8;FUENCARRAL-EL PARDO;Colisión frontal;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;433.591.148;4.487.446.988;N;NULL
2023S018877;07/05/2023;18:30:00;CALL. SORBE / JUAN PEREZ;14;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;NULL;NULL;439.329.140;4.471.289.557;N;NULL
2023S018882;07/05/2023;20:20:00;CALL. BRAVO MURILLO, 209;209;6;TETUÁN;Alcance;NULL;Bicicleta;Conductor;De 40 a 44 años;Hombre;NULL;NULL;440.520.714;4.478.753.192;N;NULL
2023S018920;07/05/2023;22:50:00;GTA. SAN ANTONIO DE LA FLORIDA, 4;4;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.474.510;4.475.276.982;N;NULL
2023S018920;07/05/2023;22:50:00;GTA. SAN ANTONIO DE LA FLORIDA, 4;4;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Peatón;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;438.474.510;4.475.276.982;N;NULL
2023S018936;08/05/2023;8:40:00;CALL. ARROYO DEL MONTE / CALL. MARIA GOYRI;61;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.173.205;4.482.103.877;N;NULL
2023S019014;09/05/2023;1:15:00;CALL. PRECIADOS / CALL. MAESTRO VICTORIA;13;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;440.178.028;4.474.463.026;N;NULL
2023S019090;09/05/2023;18:08:00;CALL. ARROYO DEL MONTE, 5;5;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;14;Sin asistencia sanitaria;437.687.000;4.482.002.750;N;NULL
2023S019183;10/05/2023;18:20:00;CALL. PICO CLAVERO, 14;14;13;PUENTE DE VALLECAS;Colisión fronto-lateral;NULL;Bicicleta;Conductor;Desconocido;Desconocido;NULL;NULL;443.599.222;4.472.779.528;N;NULL
2023S019415;12/05/2023;18:20:00;CALL. FRANCISCO VILLAESPESA, 20;20;15;CIUDAD LINEAL;Alcance;NULL;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Mujer;NULL;NULL;445.450.901;4.475.617.283;N;NULL
2023S019423;12/05/2023;21:45:00;PLAZA. CANALEJAS, 1;1;1;CENTRO;Colisión frontal;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;440.583.097;4.474.241.944;N;NULL
2023S019478;13/05/2023;11:50:00;PQUE. JUAN CARLOS I, 1;1;21;BARAJAS;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;3;Ingreso superior a 24 horas;448.043.701;4.478.924.722;N;NULL
2023S019582;14/05/2023;14:36:00;CALL. GENERAL RICARDOS / MANUEL LAME;171;11;CARABANCHEL;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;437.663.574;4.470.935.220;N;NULL
2023S019643;15/05/2023;13:00:00;AUTOV. A-6, +00600E;+00600E;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;2;Ingreso inferior o igual a 24 horas;436.643.268;4.478.306.659;N;NULL
2023S019643;15/05/2023;13:00:00;AUTOV. A-6, +00600E;+00600E;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436.643.268;4.478.306.659;N;NULL
2023S019670;15/05/2023;22:10:00;AVDA. DEMOCRACIA / JESUS DEL PINO;1;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;447.027.290;4.470.300.231;S;NULL
2023S019676;12/05/2023;2:30:00;CALL. SAN BERNARDO / CALL. SILVA;1;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;NULL;439.909.903;4.474.676.125;N;NULL
2023S019694;16/05/2023;10:50:00;CALL. CASTIELLO DE JACA / CALL. ISABEL COLBRAND;18;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;3;Ingreso superior a 24 horas;442.505.927;4.484.551.187;N;NULL
2023S019708;16/05/2023;14:00:00;CALL. SAN BERNARDO, 92;92;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;440.124.380;4.475.620.653;N;NULL
2023S019712;16/05/2023;16:27:00;AVDA. CIUDAD DE BARCELONA, 208;208;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;442.951.994;4.472.353.202;N;NULL
2023S019744;16/05/2023;19:20:00;CALL. NUESTRA SEÑORA DE VALVERDE / CALL. MONASTERIO DE ARLANZA;178;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.060.643;4.484.244.103;N;NULL
2023S019744;16/05/2023;19:20:00;CALL. NUESTRA SEÑORA DE VALVERDE / CALL. MONASTERIO DE ARLANZA;178;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;442.060.643;4.484.244.103;N;NULL
2023S019831;17/05/2023;20:20:00;CALL. SOR ANGELA DE LA CRUZ / CALL. POETA JOAN MARAGALL;3;6;TETUÁN;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.338.063;4.478.960.010;N;NULL
2023S019939;19/05/2023;9:25:00;CALL. ALCALA, 200A;200A;4;SALAMANCA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;NULL;NULL;443.680.092;4.475.735.799;N;NULL
2023S019942;19/05/2023;9:30:00;PLAZA. ALSACIA / CALL. FUENTE CARRANTONA;1;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;447.202.399;4.474.254.253;N;NULL
2023S020013;19/05/2023;17:50:00;CALL. GUILLERMO DE OSMA, 27;27;2;ARGANZUELA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.795.162;4.471.693.238;N;NULL
2023S020034;19/05/2023;18:50:00;N:40*26.1135 W: 003* 44.9405;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436.037.452;4.476.256.316;N;NULL
2023S020166;20/05/2023;15:00:00;CALL. CARRANZA / CALL. RUIZ;11;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440.306.498;4.475.630.080;N;1
2023S020168;19/05/2023;20:05:00;CTRA. BOADILLA DEL MONTE / CALL. GALICIA;40;10;LATINA;Atropello a animal;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;3;Ingreso superior a 24 horas;434.426.988;4.472.495.224;N;NULL
2023S020168;19/05/2023;20:05:00;CTRA. BOADILLA DEL MONTE / CALL. GALICIA;40;10;LATINA;Atropello a animal;Despejado;Bicicleta;Peatón;De 30 a 34 años;Mujer;14;Sin asistencia sanitaria;434.426.988;4.472.495.224;N;NULL
2023S020191;20/05/2023;20:45:00;CALL. FERNANDO VI, 17;17;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.959.828;4.475.169.193;N;NULL
2023S020276;20/05/2023;13:10:00;SAN BLAS - CANILLEJAS;7;20;SAN BLAS-CANILLEJAS;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448.293.418;4.474.448.667;N;NULL
2023S020306;21/05/2023;10:35:00;CALLE NECTAR 44;100;20;SAN BLAS-CANILLEJAS;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;448.357.789;4.477.235.182;N;NULL
2023S020321;21/05/2023;13:00:00;PASEO. CHOPERA / CALL. ENRIQUE TROMPETA;67;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;440.898.222;4.471.493.745;N;NULL
2023S020321;21/05/2023;13:00:00;PASEO. CHOPERA / CALL. ENRIQUE TROMPETA;67;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.898.222;4.471.493.745;N;NULL
2023S020362;21/05/2023;22:40:00;CALL. HERMANOS GARCIA NOBLEJAS, 30;30;15;CIUDAD LINEAL;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446.103.095;4.476.146.971;N;NULL
2023S020365;21/05/2023;23:05:00;SANTA MARIA CABEZA, 38;38;2;ARGANZUELA;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 21 a 24 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;440.914.162;4.472.859.613;N;NULL
2023S020388;21/05/2023;13:15:00;CALL. SIGUERO / CALL. TORREBELEÑA;2;8;FUENCARRAL-EL PARDO;Caída;Nublado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;436.737.216;4.481.159.251;N;NULL
2023S020438;22/05/2023;20:20:00;CALL. NUESTRA SEÑORA DE VALVERDE, 148;148;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;441.862.606;4.483.472.869;N;NULL
2023S020450;22/05/2023;22:40:00;AVDA. AMERICA / CALL. CARTAGENA;31;5;CHAMARTÍN;Colisión fronto-lateral;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;NULL;NULL;442.899.167;4.476.713.978;N;NULL
2023S020665;24/05/2023;8:50:00;CALL. ANTONIO GADES / AVDA. CERRO MILANO;1A;18;VILLA DE VALLECAS;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;449.070.214;4.467.665.137;N;NULL
2023S020816;24/05/2023;22:00:00;CALL. SAN BERNARDO, 51;51;1;CENTRO;Choque contra obstáculo fijo;Lluvia débil;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;439.992.033;4.475.222.496;N;NULL
2023S020913;26/05/2023;1:15:00;CALL. ALCALA, 51;51;1;CENTRO;Alcance;NULL;Bicicleta;Conductor;De 25 a 29 años;Hombre;NULL;NULL;441.078.786;4.474.522.447;N;NULL
2023S021036;27/05/2023;4:20:00;AVDA. REYES CATOLICOS / AVDA. MEMORIA;1;9;MONCLOA-ARAVACA;Caída;Nublado;Bicicleta;Conductor;De 18 a 20 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;438.851.794;4.476.484.588;N;NULL
2023S021095;27/05/2023;12:25:00;AVDA. PABLO NERUDA, 100A;100A;13;PUENTE DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;444.983.099;4.470.556.259;N;NULL
2023S021100;27/05/2023;13:00:00;ANILLO VERDE CICLISTA.  PK.47;8;9;MONCLOA-ARAVACA;Otro;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;3;Ingreso superior a 24 horas;437.121.360;4.477.130.369;N;NULL
2023S021100;27/05/2023;13:00:00;ANILLO VERDE CICLISTA.  PK.47;8;9;MONCLOA-ARAVACA;Otro;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;437.121.360;4.477.130.369;N;NULL
2023S021127;27/05/2023;20:30:00;CALL. ALCALDE SAINZ DE BARANDA, 67;67;3;RETIRO;Otro;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.239.952;4.474.224.111;N;NULL
2023S021136;27/05/2023;23:10:00;CALL. SIERRA DEL VALLE, 6;6;13;PUENTE DE VALLECAS;Caída;LLuvia intensa;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.096.483;4.471.310.211;N;NULL
2023S021147;28/05/2023;1:05:00;PASEO. CASTELLANA, 170;170;5;CHAMARTÍN;Colisión fronto-lateral;Lluvia débil;Bicicleta;Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.549.545;4.479.034.370;N;NULL
2023S021183;28/05/2023;11:15:00;PASEO. INFANTA ISABEL, 5;5;3;RETIRO;Caída;Nublado;Bicicleta;Conductor;De 70 a 74 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.462.466;4.473.262.462;N;NULL
2023S021195;28/05/2023;15:10:00;CALL. BRAVO MURILLO, 377;377;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;1;Atención en urgencias sin posterior ingreso;441.465.862;4.479.656.641;N;NULL
2023S021216;28/05/2023;20:10:00;PLAZA. INDEPENDENCIA / CALL. ALCALA;4;4;SALAMANCA;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.605.964;4.474.631.574;N;NULL
2023S021223;28/05/2023;22:00:00;CALL. GRAN VIA, 74;74;1;CENTRO;Caída;Lluvia débil;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;439.776.549;4.474.930.847;N;NULL
